chr2	60678301	60780633	BCL11A	3
chr20	30946146	31027122	ASXL1	3
chr20	34021144	34042568	GDF5	3
chr20	49505454	49547750	ADNP	3
chr20	50399255	50419062	SALL4	3
chr20	57414772	57486251	GNAS	3
chr20	62031566	62104030	KCNQ2	3
chr21	34915343	34949820	SON	3
chr21	36160097	36421595	RUNX1	3
chr21	38737874	38887679	DYRK1A	3
chr21	41384342	42219039	DSCAM	3
chr22	24129117	24176705	SMARCB1	3
chr22	29083730	29137822	CHEK2	3
chr22	29999544	30094589	NF2	3
chr22	38368318	38380539	SOX10	3
chr22	40440820	40731812	TNRC6B	3
chr22	41488613	41576081	EP300	3
chr22	42556018	42679933	TCF20	3
chr22	51113069	51171640	SHANK3	3
chr3	10183318	10195354	VHL	3
chr3	11034419	11080935	SLC6A1	3
chr3	128198264	128212030	GATA2	3
chr3	176737142	176915114	TBL1XR1	3
chr3	181429711	181432224	SOX2	3
chr3	37034840	37092337	MLH1	3
chr3	41240914	41281944	CTNNB1	3
chr3	52435019	52444121	BAP1	3
chr3	69788585	70017488	MITF	3
chr3	71003864	71633140	FOXP1	3
chr3	9439383	9519838	SETD5	3
chr4	111538578	111563279	PITX2	3
chr4	113739238	114304896	ANK2	3
chr4	148999914	149363672	NR3C2	3
chr4	88928798	88998931	PKD2	3
chr5	112043201	112181936	APC	3
chr5	139493707	139499001	PURA	3
chr5	14143810	14510313	TRIO	3
chr5	172659106	172662315	NKX2-5	3
chr5	176560079	176727214	NSD1	3
chr5	36876860	37065921	NIPBL	3
chr5	44305096	44388784	FGF10	3
chr5	86564069	86687743	RASA1	3
chr5	88014057	88199922	MEF2C	3
chr6	133562494	133853258	EYA4	3
chr6	143072603	143266338	HIVEP2	3
chr6	157098988	157531913	ARID1B	3
chr6	1610680	1614132	FOXC1	3
chr6	26156558	26157343	HIST1H1E	3
chr6	33387846	33421466	SYNGAP1	3
chr6	50786438	50815326	TFAP2B	3
chr7	150642043	150675402	KCNH2	3
chr7	151832009	152133090	KMT2C	3
chr7	155592677	155604967	SHH	3
chr7	156797546	156803347	MNX1	3
chr7	19155090	19157295	TWIST1	3
chr7	6010555	6048737	PMS2	3
chr7	69063904	70258054	AUTS2	3
chr7	73442118	73484237	ELN	3
chr7	94214535	94285521	SGCE	3
chr8	11534427	11617511	GATA4	3
chr8	116420723	116681255	TRPS1	3
chr8	118811601	119124058	EXT1	3
chr8	41786996	41909544	KAT6A	3
chr8	61591323	61780587	CHD7	3
chr8	72109667	72274467	EYA1	3
chr8	90945563	90996952	NBN	3
chr9	109625377	109775915	ZNF462	3
chr9	127243514	127269699	NR5A1	3
chr9	129376721	129463311	LMX1B	3
chr9	130374485	130454995	STXBP1	3
chr9	130577290	130617052	ENG	3
chr9	135766734	135820020	TSC1	3
chr9	137533650	137736689	COL5A1	3
chr9	140513443	140730579	EHMT1	3
chr9	86582997	86595697	HNRNPK	3
chr9	98205263	98279247	PTCH1	3
chrX	100600643	100603957	TIMM8A	3
chrX	100604434	100645784	BTK	3
chrX	100652778	100663001	GLA	3
chrX	103031433	103047548	PLP1	3
chrX	10413349	10851809	MID1	3
chrX	106871653	106894256	PRPS1	3
chrX	107683073	107940775	COL4A5	3
chrX	108884558	108976632	ACSL4	3
chrX	109917083	110039286	CHRDL1	3
chrX	110537006	110655460	DCX	3
chrX	11129405	11141206	HCCS	3
chrX	118708429	118718392	UBE2A	3
chrX	118967988	118986991	UPF3B	3
chrX	119560002	119603204	LAMP2	3
chrX	119658443	119709684	CUL4B	3
chrX	122993661	123047829	XIAP	3
chrX	123480131	123507010	SH2D1A	3
chrX	128674231	128726538	OCRL	3
chrX	131211013	131262050	FRMD7	3
chrX	132669772	133119673	GPC3	3
chrX	133507341	133562822	PHF6	3
chrX	133594174	133634698	HPRT1	3
chrX	135067582	135129428	SLC9A6	3
chrX	135730335	135742549	CD40LG	3
chrX	136648285	136659850	ZIC3	3
chrX	13730360	13752754	TRAPPC2	3
chrX	13752831	13787480	OFD1	3
chrX	138612894	138645617	F9	3
chrX	146993468	147032647	FMR1	3
chrX	147582138	148082193	AFF2	3
chrX	148558520	148586884	IDS	3
chrX	14861528	14891191	FANCB	3
chrX	149737046	149841616	MTM1	3
chrX	151999510	152037907	NSDHL	3
chrX	152953751	152962048	SLC6A8	3
chrX	152990322	153010216	ABCD1	3
chrX	153126968	153151628	L1CAM	3
chrX	153167984	153172620	AVPR2	3
chrX	153576899	153603006	FLNA	3
chrX	154487518	154493874	RAB39B	3
chrX	15843928	15873137	AP1S2	3
chrX	17393542	17754114	NHS	3
chrX	18443724	18671749	CDKL5	3
chrX	18657807	18690223	RS1	3
chrX	19362010	19379825	PDHA1	3
chrX	20168028	20284750	RPS6KA3	3
chrX	21958690	22012955	SMS	3
chrX	22050561	22269427	PHEX	3
chrX	23352984	23414918	PTCHD1	3
chrX	25021810	25034065	ARX	3
chrX	2852672	2886351	ARSE	3
chrX	28605680	29974017	IL1RAPL1	3
chrX	30322538	30327495	NR0B1	3
chrX	30671475	30749579	GK	3
chrX	31137344	33357726	DMD	3
chrX	37639269	37672714	CYBB	3
chrX	38211735	38280703	OTC	3
chrX	39910498	40036582	BCOR	3
chrX	40944887	41095832	USP9X	3
chrX	41192560	41223725	DDX3X	3
chrX	41306712	41334905	NYX	3
chrX	41374186	41782287	CASK	3
chrX	43808021	43832921	NDP	3
chrX	44732420	44971857	KDM6A	3
chrX	46696346	46741793	RP2	3
chrX	48334408	48344752	FTSJ1	3
chrX	48367346	48379202	PORCN	3
chrX	48380163	48387104	EBP	3
chrX	48755194	48760422	PQBP1	3
chrX	48760456	48769235	SLC35A2	3
chrX	48932091	48958059	WDR45	3
chrX	49687224	49863892	CLCN5	3
chrX	53220502	53254604	KDM5C	3
chrX	53262057	53350522	IQSEC2	3
chrX	53401069	53449677	SMC1A	3
chrX	53963112	54071569	PHF8	3
chrX	54471886	54522599	FGD1	3
chrX	585078	620146	SHOX	3
chrX	64135681	64254624	ZC4H2	3
chrX	67262185	67653299	OPHN1	3
chrX	68048839	68062007	EFNB1	3
chrX	68835910	69259322	EDA	3
chrX	7065292	7272684	STS	3
chrX	71549365	71792953	HDAC8	3
chrX	73040485	73072588	XIST	3
chrX	73641327	73753764	SLC16A2	3
chrX	73952690	74145287	KIAA2022	3
chrX	76760355	77041755	ATRX	3
chrX	77166152	77305892	ATP7A	3
chrX	77359665	77382324	PGK1	3
chrX	79270254	79287268	TBX22	3
chrX	8496914	8700228	ANOS1	3
chrX	99546641	99665271	PCDH19	3
chrY	2654895	2655782	SRY	3
