chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr5	58200001	67120001	6	-0.954699632296459	-0.924534964543364	10800000
chr5	70940001	92720001	13	0.212740632774302	0.256291733780381	23400000
chr5	94540001	96280001	2	-0.019413959894695	-0.0458005647841996	3660000
chr5	98200001	111360001	8	-0.725073255039002	-0.815139491247272	14660000
chr5	113140001	115000001	2	-0.331268186396187	-0.213492000754458	3580000
chr5	116740001	122260001	4	0.0771518466188419	0.0233093890637581	7240000
chr5	123980001	127560001	3	0.173039368700398	0.0785980906078831	5400000
chr5	129380001	142200001	8	0.560083555173985	0.56697928501079	14400000
chr5	143840001	154280001	7	-0.399779904568756	-0.437535439790898	12080000
chr5	156040001	157860001	2	0.168548796359164	0.0552714805067645	3380000
chr5	159420001	159420001	1	0.53005323109611	0.166179935777989	1800000
chr5	161220001	164880001	3	1.50905568607325	0.95846430407969	5420000
chr5	166640001	171400001	4	0.386037072026267	0.258203096597922	6540000
chr5	173180001	177000001	3	-0.426873291485223	-0.316489060550025	6780000
chr6	180001	6900001	5	0.441902386626625	0.303648990140709	8540000
chr6	8720001	26540001	11	0.0685973638171513	0.026760727116488	19740000
chr6	28780001	44000001	9	-0.010761968493962	-0.0678143085117896	16460000
chr6	45720001	52560001	5	-0.805878966171996	-0.712049563159023	8640000
chr6	54420001	54420001	1	0.212032652171143	0.021125828966561	1840000
chr6	56260001	56260001	1	0.485184907928924	0.120562398226765	1420000
chr6	57680001	65260001	2	2.47811192350079	1.2197231493605	3920000
chr6	67200001	67200001	1	0.121912018931415	-0.0116810997701438	2000000
chr6	69200001	72820001	3	-1.39943325023106	-0.938438111103549	5540000
chr6	74740001	80560001	4	-0.146637429255874	-0.162823028216872	7700000
chr6	82500001	97560001	9	0.0873844599312415	0.0393714524185383	16600000
chr6	99300001	110420001	7	0.204887969982259	0.141275069239871	13000000
chr6	112340001	126820001	9	0.63187573699941	0.634010633781664	16200000
chr6	128600001	146440001	11	-0.163540413213436	-0.253513719944903	19540000
chr6	148160001	153620001	4	0.867879755052124	0.575813436514105	7300000
chr6	155500001	157160001	2	-1.42810041066724	-0.791277382306586	3440000
chr6	159080001	160860001	2	1.96733368118869	0.956763732672165	3580000
chr6	162720001	167920001	4	0.08351838687673	0.00474582226190751	7960000
chr7	60001	10380001	6	0.407437057273359	0.358195962763185	11360000
chr7	12200001	37220001	15	-0.308805252852571	-0.53585884332493	26000000
chr7	39000001	39000001	1	0.278437785275985	0.0649705726471007	1780000
chr7	40840001	63460001	10	0.991000352404416	1.22853230465667	19060000
chr7	67240001	84880001	9	0.460984974386856	0.515059055892652	16860000
chr7	86700001	117520001	17	0.208303186151977	0.301489828303708	31680000
chr7	119340001	132240001	8	-0.0307946795153076	-0.0839855366091939	14180000
chr7	133900001	141380001	5	-0.935976545228872	-0.901347669306098	9320000
chr7	143780001	155940001	7	0.683123014904235	0.688008806968735	14060000
chr8	200001	80180001	42	0.201260551243021	0.520955647597793	74460000
chr8	81960001	143280001	36	-0.224398655635399	-0.572120385077275	63660000
chr9	220001	9120001	6	-0.893405509887373	-0.956556325836833	10660000
chr9	10900001	79920001	21	-0.382674288611616	-0.776010753353865	38080000
chr9	81660001	90720001	6	1.03572509820613	1.00581312475042	10500000
chr9	92780001	94500001	2	-0.039866124596905	-0.0711707699685211	3600000
chr9	96440001	102120001	4	-1.34104367318534	-1.16158112390809	7080000
chr9	103920001	121160001	11	0.519649446074286	0.667974350143035	18800000
chr9	122780001	122780001	1	-0.023750714100728	-0.0576207284471462	1760000
chr9	124540001	137560001	8	-0.422839241784	-0.544422749530307	16180000
chr10	140001	59800001	29	0.388419516886746	0.736546300477041	52200000
chr10	61620001	76340001	9	0.225270872923445	0.193018279758286	16260000
chr10	78040001	78040001	1	0.0419567690421443	-0.0503045032467776	1520000
chr10	79560001	105700001	15	-0.457441983361634	-0.746512546416775	26860000
chr10	107300001	124140001	11	0.140180210693124	0.112063401881788	18360000
chr10	125720001	132260001	5	0.980042054623297	0.774833264854608	9340000
chr11	200001	16640001	10	-0.232933082971536	-0.354806110942587	17660000
chr11	18420001	18420001	1	0.396508302317505	0.116732543619436	1700000
chr11	20140001	39700001	12	1.08767491193356	1.51969056145396	21360000
chr11	41520001	46640001	4	0.390091969842563	0.276397810938463	7420000
chr11	51260001	57560001	2	0.341973252311902	0.152985106695101	3920000
chr11	59620001	61500001	2	-0.145104186350937	-0.133669707987769	4040000
chr11	63760001	75880001	7	-0.999101992555583	-1.14830437232259	13220000
chr11	77760001	124600001	27	-0.174251390878105	-0.425067327037565	47160000
chr11	126340001	126340001	1	-0.0954134428030976	-0.0879789608002903	1500000
chr11	127840001	132740001	4	0.687917827461615	0.524276177662601	7060000
chr12	180001	19160001	11	0.339858287348956	0.414837855232168	19900000
chr12	20980001	30000001	6	-0.880830862878231	-0.924790441984944	10900000
chr12	32080001	48420001	7	0.67447317374149	0.682907130385172	13320000
chr12	50480001	62300001	7	-1.13799152768223	-1.27277429704145	13500000
chr12	64340001	75200001	7	0.304366281063342	0.283555255777811	12660000
chr12	77020001	86120001	6	-0.579447917905085	-0.623716040532453	11020000
chr12	88080001	111400001	14	-1.02512980503753	-1.60916986436411	25180000
chr12	113340001	120020001	5	0.0550880527116436	0.00537546109760465	8860000
chr12	122220001	124560001	2	0.110829096790792	0.0190603636978382	3880000
chr12	126240001	131200001	4	0.989643361673767	0.762351844758375	7460000
chr13	19520001	29440001	6	0.309615732071675	0.452011099137984	11120000
chr13	31180001	38080001	5	-0.382262371249877	-0.629198825304951	8680000
chr13	39860001	45100001	4	-1.37328405439492	-1.89716361178944	6980000
chr13	46900001	46900001	1	-0.0913724495594066	-0.117541856273061	1780000
chr13	48740001	67640001	11	0.819409076758929	1.76519601703813	20260000
chr13	69460001	100060001	18	0.0219685231296371	0.00616926948104513	32220000
chr13	101860001	111980001	7	1.3241188164622	2.29174872296258	12820000
chr14	20440001	51000001	17	0.672444052844679	1.31041541263941	31940000
chr14	52780001	70800001	11	-0.573749465845301	-0.980358501653941	19800000
chr14	72620001	95460001	14	-0.00613138341206829	-0.0592560196153398	24360000
chr14	97060001	103700001	5	0.746623650314486	0.769966308531222	9800000
chr15	22780001	29880001	4	0.775244196431263	0.645955783118813	7120000
chr15	33000001	36620001	3	0.379648163823624	0.224170953586561	5100000
chr15	38320001	48120001	6	0.349077146807649	0.317459088590153	10940000
chr15	49760001	67680001	11	-0.130830652704547	-0.291410574444156	19580000
chr15	69360001	80180001	7	0.694932827521192	0.782059253432223	12060000
chr15	81840001	86680001	3	-0.160949134961546	-0.218125686909616	5360000
chr15	88380001	96920001	6	-0.712055797910059	-0.910332250009439	10140000
chr15	98560001	100280001	2	1.48187981697558	0.903492931022118	3760000
chr16	100001	8120001	5	0.55034466900969	0.640387002789814	9480000
chr16	9980001	11800001	2	-0.0131909865691445	-0.0622355861120166	3620000
chr16	13640001	30020001	8	-0.0298097116862634	-0.0991645653061254	15140000
chr16	47020001	55340001	6	-0.720368228162225	-1.04417018330161	9980000
chr16	57060001	64300001	5	1.10344086172787	1.33597793924323	8840000
chr16	65900001	75440001	6	-0.696418078543373	-1.01117488193519	10900000
chr16	77260001	80340001	3	0.117951093358789	0.063159328743376	4840000
chr16	82100001	86940001	4	0.745379353250545	0.786703434477554	7740000
chr17	20001	4600001	3	-0.984275601201895	-0.990254742728877	6240000
chr17	6500001	6500001	1	-0.550899777568211	-0.371864832566029	2120000
chr17	8620001	8620001	1	-0.328003134737225	-0.252413255486187	1780000
chr17	10400001	18060001	5	0.570960742234145	0.607560038649133	9080000
chr17	21260001	27360001	2	-0.068697314085623	-0.128699181821271	4120000
chr17	29760001	33140001	3	-0.104961524552738	-0.174061464825954	5120000
chr17	35380001	37720001	2	-0.43899434793974	-0.409341779561369	3920000
chr17	39660001	44020001	3	-1.28816289028955	-1.27232774619844	6040000
chr17	46600001	46600001	1	2.36788607711194	1.19232908741262	1880000
chr17	48480001	52040001	3	-0.853791926354342	-0.869137725368609	5340000
chr17	53820001	57360001	3	0.825349529491493	0.689468016657199	5620000
chr17	59640001	65900001	4	-0.894464029316708	-1.03533122113259	7620000
chr17	67940001	76920001	6	-0.489367285156436	-0.719024729605756	10700000
chr17	78760001	78760001	1	2.25250353197674	1.13049492603255	2360000
chr18	160001	39920001	21	-0.0830680579633068	-0.372809521428447	36560000
chr18	41680001	53460001	8	0.06673429831911	0.0486699478287748	13220000
chr18	55100001	75940001	13	0.308983482172147	0.733572012023011	22800000
chr19	280001	280001	1	0.581127288840891	0.328562377233076	2520000
chr19	3000001	5420001	2	0.0173886559696365	0.00499492622308129	4800000
chr19	7940001	7940001	1	-0.00105945649512383	-0.00991828865995572	2460000
chr19	10540001	34620001	6	-0.022090841056747	-0.0407623770802066	13620000
chr19	36860001	36860001	1	-0.100960284983045	-0.0680001656878169	2300000
chr19	39280001	39280001	1	-0.159924519211467	-0.102281697215969	2420000
chr19	41820001	44580001	2	-0.36937801040405	-0.313011274392906	4400000
chr19	46940001	54680001	4	-0.551744448789822	-0.6508656381277	11480000
chr20	80001	80001	1	1.3785768688891	0.759111611335118	1800000
chr20	1920001	36020001	18	-0.344469137865235	-0.875911790307398	31340000
chr20	37680001	51380001	9	-0.0161674348879251	-0.0624653452295771	15340000
chr20	53120001	53120001	1	0.635704042636313	0.331435833411809	1720000
chr20	54840001	59520001	4	1.01191149521753	1.13058318390043	7940000
chr21	15420001	22780001	5	0.340839483878583	0.816538310372462	9220000
chr21	24680001	26480001	2	1.17594961961324	1.87022678447314	3540000
chr21	28220001	30180001	2	-0.652281324976409	-1.15376034650799	3500000
chr21	31920001	37160001	4	-0.0423549769958252	-0.173929770750468	7080000
chr21	39020001	39020001	1	0.0699943983235235	0.00701099219125555	1560000
chr21	40600001	42280001	2	0.190016476268499	0.23944313194533	3280000
chr21	44000001	45980001	2	0.505735379246571	0.761658283394621	4000000
chr22	17920001	20240001	2	0.602943305310113	0.670443316998086	3960000
chr22	23300001	28900001	4	-1.45228710886703	-2.35472964390826	7160000
chr22	30900001	40200001	6	-0.721092906458149	-1.43825255874633	11300000
chr22	42340001	46020001	3	-0.014391729489865	-0.0361732743037307	5300000
chr22	47720001	49240001	2	0.928133382709496	1.04072368560305	3420000
